,,,,,,,,,,,,,,,,,,,,,,,,,
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated",,,,,,,,,,,,Cyclically,,Cyclically ,,,,,,,,,,,
Robert J. Shiller ,,,,,,,,,,,,Adjusted,,Adjusted,,,,,,,,,,,
,,,,,,,,,,,,Price,,Total Return Price,,,,,,,,,,,
,,,,  Consumer,,,,, Real ,, Real ,Earnings,,Earnings,,,Monthly,Real,,,,,,,
,S&P,,,Price,,Long,,, Total ,, TR ,Ratio,,Ratio,,Excess,Total,Total,10 Year,10 Year,Real 10 Year,,,,
,Comp.,Dividend,Earnings,Index,Date  ,Interest,Real,Real, Return ,Real, Scaled ,P/E10 or,,TR P/E10 or,,CAPE,Bond,Bond,Annualized Stock,Annualized Bonds ,Excess Annualized ,,,,
Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend, Price ,Earnings, Earnings ,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns,,,,
1875.04,4.65,0.32,0.43,11.61,1875.29,4.95,106.67,7.34, 139.47 ,9.79, 12.80 ,NA,,NA,,,1.01,1.39,9.07%,8.95%,0.12%,,,,
1875.05,4.47,0.32,0.42,11.32,1875.38,4.91,105.12,7.47, 138.27 ,9.84, 12.94 ,NA,,NA,,,1.01,1.43,9.35%,8.90%,0.45%,,,,
1875.06,4.38,0.32,0.41,11.13,1875.46,4.87,104.77,7.53, 138.62 ,9.81, 12.98 ,NA,,NA,,,1.01,1.47,9.59%,8.94%,0.65%,,,,
1875.07,4.39,0.31,0.40,11.13,1875.54,4.83,105.01,7.47, 139.76 ,9.61, 12.79 ,NA,,NA,,,1.01,1.48,9.83%,8.77%,1.05%,,,,
1875.08,4.41,0.31,0.39,11.23,1875.63,4.79,104.59,7.35, 140.03 ,9.33, 12.49 ,NA,,NA,,,1.01,1.48,10.46%,8.83%,1.63%,,,,
1875.09,4.37,0.31,0.39,11.13,1875.71,4.75,104.53,7.36, 140.76 ,9.21, 12.40 ,NA,,NA,,,1.01,1.50,10.44%,8.83%,1.61%,,,,
1875.1,4.30,0.31,0.38,11.13,1875.79,4.71,102.85,7.30, 139.33 ,9.01, 12.21 ,NA,,NA,,,1.01,1.51,11.23%,8.80%,2.43%,,,,
1875.11,4.37,0.30,0.37,11.04,1875.88,4.67,105.43,7.30, 143.64 ,8.89, 12.11 ,NA,,NA,,,1.01,1.53,11.50%,8.54%,2.96%,,,,
1875.12,4.37,0.30,0.36,10.94,1875.96,4.63,106.35,7.30, 145.72 ,8.76, 12.00 ,NA,,NA,,,1.01,1.56,11.04%,8.16%,2.88%,,,,
1876.01,4.46,0.30,0.35,10.85,1876.04,4.59,109.49,7.36, 150.86 ,8.67, 11.95 ,NA,,NA,,,1.00,1.58,10.95%,8.28%,2.67%,,,,
1876.02,4.52,0.30,0.35,10.85,1876.13,4.58,110.96,7.36, 153.74 ,8.51, 11.79 ,NA,,NA,,,1.00,1.59,11.00%,8.25%,2.75%,,,,
1876.03,4.51,0.30,0.34,10.85,1876.21,4.57,110.72,7.36, 154.25 ,8.35, 11.63 ,NA,,NA,,,1.00,1.60,10.90%,8.35%,2.55%,,,,
1876.04,4.34,0.30,0.33,10.75,1876.29,4.56,107.49,7.43, 150.61 ,8.25, 11.57 ,NA,,NA,,,1.00,1.62,11.19%,8.35%,2.84%,,,,
1876.05,4.18,0.30,0.33,10.37,1876.38,4.54,107.32,7.70, 151.28 ,8.39, 11.82 ,NA,,NA,,,1.00,1.69,11.24%,8.20%,3.04%,,,,
1876.06,4.15,0.30,0.32,10.09,1876.46,4.53,109.57,7.92, 155.38 ,8.45, 11.98 ,NA,,NA,,,1.00,1.74,11.62%,8.00%,3.62%,,,,
1876.07,4.10,0.30,0.31,10.09,1876.54,4.52,108.25,7.92, 154.44 ,8.27, 11.80 ,NA,,NA,,,1.00,1.75,11.76%,7.83%,3.93%,,,,
1876.08,3.93,0.30,0.31,10.18,1876.62,4.51,102.79,7.85, 147.59 ,8.02, 11.52 ,NA,,NA,,,1.00,1.74,12.25%,7.77%,4.48%,,,,
1876.09,3.69,0.30,0.30,10.28,1876.71,4.50,95.62,7.77, 138.22 ,7.77, 11.24 ,NA,,NA,,,1.00,1.74,13.32%,7.84%,5.48%,,,,
1876.1,3.67,0.30,0.29,10.47,1876.79,4.49,93.37,7.63, 135.89 ,7.46, 10.86 ,NA,,NA,,,1.00,1.71,13.84%,8.01%,5.83%,,,,
1876.11,3.60,0.30,0.29,10.56,1876.87,4.47,90.77,7.56, 133.02 ,7.23, 10.59 ,NA,,NA,,,1.00,1.71,14.39%,8.07%,6.32%,,,,
1876.12,3.58,0.30,0.28,10.75,1876.96,4.46,88.66,7.43, 130.84 ,6.93, 10.23 ,NA,,NA,,,1.00,1.68,14.18%,8.10%,6.08%,,,,
1877.01,3.55,0.29,0.28,10.94,1877.04,4.45,86.39,7.08, 128.36 ,6.86, 10.19 ,NA,,NA,,,1.00,1.66,14.04%,8.00%,6.04%,,,,
1877.02,3.34,0.28,0.28,10.66,1877.12,4.44,83.46,7.04, 124.87 ,7.08, 10.59 ,NA,,NA,,,1.00,1.71,14.18%,7.56%,6.61%,,,,
1877.03,3.17,0.27,0.29,10.18,1877.21,4.43,82.91,7.13, 124.95 ,7.45, 11.23 ,NA,,NA,,,1.00,1.80,14.47%,7.05%,7.43%,,,,
1877.04,2.94,0.26,0.29,10.47,1877.29,4.42,74.80,6.70, 113.56 ,7.29, 11.07 ,NA,,NA,,,1.00,1.76,15.87%,7.32%,8.56%,,,,
1877.05,2.94,0.25,0.29,10.66,1877.37,4.41,73.46,6.35, 112.34 ,7.20, 11.02 ,NA,,NA,,,1.00,1.74,16.23%,7.48%,8.75%,,,,
1877.06,2.73,0.25,0.29,10.09,1877.46,4.40,72.08,6.47, 111.04 ,7.66, 11.80 ,NA,,NA,,,1.00,1.84,16.21%,6.99%,9.21%,,,,
1877.07,2.85,0.24,0.29,10.18,1877.54,4.40,74.54,6.17, 115.63 ,7.63, 11.83 ,NA,,NA,,,1.00,1.83,15.63%,7.20%,8.43%,,,,
1877.08,3.05,0.23,0.29,9.80,1877.62,4.39,82.87,6.16, 129.35 ,7.97, 12.44 ,NA,,NA,,,1.00,1.91,13.96%,6.63%,7.32%,,,,
1877.09,3.24,0.22,0.30,9.70,1877.71,4.38,88.90,5.97, 139.53 ,8.09, 12.70 ,NA,,NA,,,1.00,1.94,13.13%,6.63%,6.50%,,,,
1877.1,3.31,0.21,0.30,9.70,1877.79,4.37,90.82,5.72, 143.29 ,8.14, 12.84 ,NA,,NA,,,1.00,1.95,12.35%,6.48%,5.87%,,,,
1877.11,3.26,0.20,0.30,9.51,1877.87,4.36,91.23,5.57, 144.68 ,8.35, 13.24 ,NA,,NA,,,1.00,2.00,12.37%,6.12%,6.25%,,,,
1877.12,3.25,0.19,0.30,9.51,1877.96,4.35,90.95,5.32, 144.94 ,8.40, 13.38 ,NA,,NA,,,1.00,2.00,12.07%,5.85%,6.22%,,,,
1878.01,3.25,0.19,0.30,9.23,1878.04,4.34,93.77,5.46, 150.15 ,8.68, 13.90 ,NA,,NA,,,1.00,2.08,11.67%,5.38%,6.30%,,,,
1878.02,3.18,0.19,0.30,9.13,1878.12,4.33,92.70,5.49, 149.18 ,8.80, 14.15 ,NA,,NA,,,1.00,2.11,11.85%,5.39%,6.46%,,,,
1878.03,3.24,0.19,0.30,8.94,1878.21,4.32,96.46,5.58, 155.97 ,9.01, 14.56 ,NA,,NA,,,1.00,2.16,10.97%,5.17%,5.80%,,,,
1878.04,3.33,0.19,0.30,8.85,1878.29,4.31,100.21,5.62, 162.79 ,9.13, 14.83 ,NA,,NA,,,1.00,2.19,10.71%,5.18%,5.53%,,,,
1878.05,3.34,0.19,0.30,8.56,1878.37,4.30,103.86,5.78, 169.50 ,9.46, 15.44 ,NA,,NA,,,1.00,2.28,10.59%,4.96%,5.63%,,,,
1878.06,3.41,0.19,0.31,8.37,1878.46,4.29,108.45,5.88, 177.78 ,9.70, 15.90 ,NA,,NA,,,1.00,2.34,9.89%,4.85%,5.04%,,,,
1878.07,3.48,0.18,0.31,8.47,1878.54,4.28,109.43,5.79, 180.19 ,9.62, 15.83 ,NA,,NA,,,1.00,2.32,9.94%,4.85%,5.09%,,,,
1878.08,3.45,0.18,0.31,8.56,1878.62,4.27,107.28,5.70, 177.43 ,9.54, 15.77 ,NA,,NA,,,1.00,2.31,10.38%,4.97%,5.42%,,,,
1878.09,3.52,0.18,0.31,8.56,1878.71,4.26,109.46,5.67, 181.81 ,9.56, 15.88 ,NA,,NA,,,1.00,2.32,10.42%,4.97%,5.46%,,,,
1878.1,3.48,0.18,0.31,8.47,1878.79,4.25,109.43,5.71, 182.56 ,9.69, 16.17 ,NA,,NA,,,1.00,2.35,10.23%,4.73%,5.50%,,,,
1878.11,3.47,0.18,0.31,8.37,1878.87,4.24,110.35,5.75, 184.90 ,9.83, 16.48 ,NA,,NA,,,1.00,2.39,9.77%,4.49%,5.28%,,,,
1878.12,3.45,0.18,0.31,8.18,1878.96,4.23,112.27,5.86, 188.93 ,10.09, 16.98 ,NA,,NA,,,1.00,2.46,9.37%,4.25%,5.11%,,,,
1879.01,3.58,0.18,0.32,8.28,1879.04,4.22,115.16,5.84, 194.61 ,10.16, 17.17 ,NA,,NA,,,1.00,2.44,9.68%,4.74%,4.94%,,,,
1879.02,3.71,0.18,0.32,8.37,1879.12,4.20,117.99,5.83, 200.21 ,10.23, 17.36 ,NA,,NA,,,1.00,2.42,9.66%,4.97%,4.69%,,,,
1879.03,3.65,0.19,0.33,8.28,1879.21,4.19,117.41,5.95, 200.08 ,10.53, 17.95 ,NA,,NA,,,1.00,2.46,9.61%,4.96%,4.66%,,,,
1879.04,3.77,0.19,0.33,8.18,1879.29,4.17,122.68,6.08, 209.92 ,10.85, 18.56 ,NA,,NA,,,1.00,2.50,9.10%,4.82%,4.29%,,,,
1879.05,3.94,0.19,0.34,8.18,1879.37,4.15,128.21,6.13, 220.26 ,11.04, 18.96 ,NA,,NA,,,1.00,2.52,9.18%,5.06%,4.12%,,,,
1879.06,3.96,0.19,0.35,8.09,1879.46,4.14,130.38,6.26, 224.88 ,11.36, 19.59 ,NA,,NA,,,1.00,2.56,9.17%,4.92%,4.26%,,,,
1879.07,4.04,0.19,0.35,8.18,1879.54,4.12,131.47,6.24, 227.65 ,11.42, 19.77 ,NA,,NA,,,1.00,2.54,8.85%,5.02%,3.83%,,,,
1879.08,4.07,0.19,0.36,8.18,1879.62,4.10,132.45,6.29, 230.25 ,11.61, 20.18 ,NA,,NA,,,1.00,2.55,8.91%,5.00%,3.91%,,,,
1879.09,4.22,0.20,0.36,8.47,1879.71,4.09,132.70,6.13, 231.58 ,11.40, 19.89 ,NA,,NA,,,1.00,2.48,9.01%,5.21%,3.80%,,,,
1879.1,4.68,0.20,0.37,8.94,1879.79,4.07,139.33,5.86, 244.01 ,10.97, 19.20 ,NA,,NA,,,1.00,2.36,8.28%,5.77%,2.51%,,,,
1879.11,4.93,0.20,0.37,9.42,1879.87,4.05,139.36,5.61, 244.88 ,10.58, 18.59 ,NA,,NA,,,1.00,2.25,8.18%,6.31%,1.87%,,,,
1879.12,4.92,0.20,0.38,9.70,1879.96,4.04,134.99,5.49, 238.00 ,10.43, 18.38 ,NA,,NA,,,1.00,2.19,8.33%,6.47%,1.86%,,,,
1880.01,5.11,0.21,0.39,9.99,1880.04,4.02,136.20,5.46, 240.93 ,10.37, 18.35 ,NA,,NA,,,1.01,2.14,8.62%,7.03%,1.59%,,,,
1880.02,5.20,0.21,0.40,9.99,1880.12,3.99,138.60,5.60, 246.00 ,10.62, 18.84 ,NA,,NA,,,1.01,2.15,8.31%,6.99%,1.33%,,,,
1880.03,5.30,0.22,0.41,10.09,1880.21,3.97,139.93,5.68, 249.21 ,10.76, 19.16 ,NA,,NA,,,1.01,2.14,8.13%,7.04%,1.08%,,,,
1880.04,5.18,0.22,0.42,9.70,1880.29,3.94,142.13,6.04, 254.01 ,11.43, 20.43 ,NA,,NA,,,1.01,2.24,8.18%,6.59%,1.59%,,,,
1880.05,4.77,0.23,0.43,9.42,1880.37,3.91,134.84,6.36, 241.94 ,12.04, 21.60 ,NA,,NA,,,1.01,2.32,9.07%,6.10%,2.97%,,,,
1880.06,4.79,0.23,0.44,9.23,1880.46,3.89,138.20,6.64, 248.96 ,12.55, 22.61 ,NA,,NA,,,1.01,2.38,8.71%,5.84%,2.87%,,,,
1880.07,5.01,0.24,0.44,9.23,1880.54,3.86,144.55,6.78, 261.41 ,12.82, 23.18 ,NA,,NA,,,1.01,2.39,8.14%,5.80%,2.34%,,,,
1880.08,5.19,0.24,0.45,9.23,1880.62,3.83,149.74,6.92, 271.84 ,13.08, 23.74 ,NA,,NA,,,1.01,2.41,7.11%,5.38%,1.73%,,,,
1880.09,5.18,0.25,0.46,9.32,1880.71,3.81,147.93,7.00, 269.61 ,13.21, 24.07 ,NA,,NA,,,1.01,2.40,6.93%,5.32%,1.61%,,,,
1880.1,5.33,0.25,0.47,9.32,1880.79,3.78,152.21,7.14, 278.50 ,13.47, 24.65 ,NA,,NA,,,1.01,2.41,6.13%,5.28%,0.85%,,,,
1880.11,5.61,0.26,0.48,9.42,1880.87,3.75,158.59,7.21, 291.27 ,13.59, 24.96 ,NA,,NA,,,1.01,2.40,5.15%,5.60%,-0.45%,,,,
1880.12,5.84,0.26,0.49,9.51,1880.96,3.73,163.44,7.28, 301.29 ,13.71, 25.28 ,NA,,NA,,,1.01,2.39,4.59%,5.66%,-1.08%,,,,
1881.01,6.19,0.27,0.49,9.42,1881.04,3.70,174.98,7.49, 323.73 ,13.73, 25.41 ,18.47,,24.14,,-1.05%,1.00,2.42,4.54%,5.65%,-1.11%,,,,
1881.02,6.17,0.27,0.48,9.51,1881.12,3.69,172.67,7.56, 320.62 ,13.48, 25.03 ,18.15,,23.66,,-1.14%,1.00,2.41,4.68%,5.62%,-0.94%,,,,
1881.03,6.24,0.28,0.48,9.51,1881.21,3.69,174.63,7.70, 325.45 ,13.36, 24.90 ,18.27,,23.77,,-1.31%,1.00,2.42,4.24%,5.49%,-1.25%,,,,
1881.04,6.22,0.28,0.47,9.61,1881.29,3.68,172.35,7.76, 322.40 ,13.11, 24.53 ,17.95,,23.31,,-0.75%,1.00,2.40,4.60%,5.46%,-0.87%,,,,
1881.05,6.50,0.29,0.47,9.51,1881.37,3.67,181.91,7.98, 341.52 ,13.13, 24.65 ,18.87,,24.46,,-0.89%,1.00,2.43,4.12%,5.48%,-1.36%,,,,
1881.06,6.58,0.29,0.47,9.51,1881.46,3.67,184.15,8.12, 347.00 ,13.01, 24.52 ,19.03,,24.62,,-0.77%,1.00,2.44,4.03%,5.73%,-1.70%,,,,
1881.07,6.35,0.30,0.46,9.61,1881.54,3.66,175.95,8.17, 332.84 ,12.77, 24.15 ,18.12,,23.40,,-0.40%,1.00,2.43,4.46%,5.96%,-1.50%,,,,
1881.08,6.20,0.30,0.46,9.80,1881.62,3.65,168.46,8.15, 319.95 ,12.41, 23.57 ,17.29,,22.29,,0.21%,1.00,2.39,5.26%,6.16%,-0.91%,,,,
1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,163.47,7.98, 311.73 ,11.84, 22.57 ,16.72,,21.54,,0.56%,1.00,2.31,6.53%,6.69%,-0.17%,,,,
